source,created_at,text,is_retweet,clean_text,clean_text_with_stopwords
other,Fri May 15 20:36:50 +0000 2009,Technical problem in ny fox kept my segment on cavuto from going. But I was just reminded that somethings happen for a reason.,False,technical problem ny fox kept segment cavuto going reminded somethings happen reason,technical problem in ny fox kept my segment on cavuto from going but i was just reminded that somethings happen for a reason
other,Thu Jun 11 22:34:47 +0000 2009,@emedesigns we have 14 months to get our message out. And we will!,False,@emedesigns months get message,@emedesigns we have months to get our message out and we will
other,Thu May 21 18:10:26 +0000 2009,"@thehotline politics should not be about popularity,should be about leadership. to lead you must take clear positions and make tough choices",False,@thehotline politics popularity leadership lead must take clear positions make tough choices,@thehotline politics should not be about popularity should be about leadership to lead you must take clear positions and make tough choices
other,Wed Oct 28 03:19:27 +0000 2009,Great day in NW Florida. If you are in Pensacola come by the Coffee Cup bright an early @ 7 am,False,great day nw florida pensacola come coffee cup bright early @,great day in nw florida if you are in pensacola come by the coffee cup bright an early @ am
other,Sat May 09 12:31:13 +0000 2009,Check out profile on me in the weekly standard  http://weeklystandard.com/Content/Public/Articles/000/000/016/481shezi.asp,False,check profile weekly standard,check out profile on me in the weekly standard
other,Tue Mar 31 23:59:07 +0000 2009,"Maybe its just me , but could www.hulu.com be the single most important website in the history of the world? Its lavenous!!!",False,maybe could www hulu com single important website history world lavenous,maybe its just me but could www hulu com be the single most important website in the history of the world its lavenous
other,Tue Apr 07 17:34:20 +0000 2009,"President Obama's visit to troops today a nice touch. BTW, founders were genius in creating civilian command(POTUS) over military!",False,president obama visit troops today nice touch btw founders genius creating civilian command potus military,president obama s visit to troops today a nice touch btw founders were genius in creating civilian command potus over military
other,Wed Jun 24 01:14:40 +0000 2009,"""Among the many misdeeds of British rule in India history will look upon the act of depriving a whole nation of arms as the blackest""Gandhi",False,among many misdeeds british rule india history look upon act depriving whole nation arms blackest gandhi,among the many misdeeds of british rule in india history will look upon the act of depriving a whole nation of arms as the blackest gandhi
other,Sun Oct 25 01:17:23 +0000 2009,"Let's go Gators ""who's gonna run this town tonight""?(we are yeah i said it we are).",False,let go gators gonna run town tonight yeah said,let s go gators who s gonna run this town tonight we are yeah i said it we are
other,Wed Jul 15 20:26:56 +0000 2009,"""going back to Tally"" is a spoof of a song, not a political plan! #sayfie #tcot #fltcot",False,going back tally spoof song political plan sayfie tcot fltcot,going back to tally is a spoof of a song not a political plan sayfie tcot fltcot
other,Wed May 20 17:33:43 +0000 2009,Can a iphone catch on fire if it is used for hours on end? I hope not.,False,iphone catch fire used hours end hope,can a iphone catch on fire if it is used for hours on end i hope not
other,Tue Aug 25 21:44:40 +0000 2009,In Pasco County tonight speaking to a great crowd. #sayfie #tcot http://twitpic.com/f9f00,False,pasco county tonight speaking great crowd sayfie tcot,in pasco county tonight speaking to a great crowd sayfie tcot
other,Wed Jun 03 02:59:01 +0000 2009,No company is too big to fail. It is just bad public policy to have the government running a private business. #sayfie,False,company big fail bad public policy government running private business sayfie,no company is too big to fail it is just bad public policy to have the government running a private business sayfie
other,Fri May 01 21:03:19 +0000 2009,If u want Gov to play greater role u are well represented by Dems.  If Rep party is not voice for we who disagree it has no reason to exist.,False,u want gov play greater role u well represented dems rep party voice disagree reason exist,if u want gov to play greater role u are well represented by dems if rep party is not voice for we who disagree it has no reason to exist
other,Wed Apr 08 11:57:12 +0000 2009,"GOOD MORNING! Average American only gets 28,800 days of life. I have already used 13,819. I need to make the most of the ones I have left!",False,good morning average american gets days life already used need make ones left,good morning average american only gets days of life i have already used i need to make the most of the ones i have left
other,Thu May 07 11:55:24 +0000 2009,Starting my third day of working hard to make sure the republican nominee for US Senate is a republican.,False,starting third day working hard make sure republican nominee us senate republican,starting my third day of working hard to make sure the republican nominee for us senate is a republican
other,Thu Aug 13 14:18:43 +0000 2009,Just did TV show in Brevard County.#sayfie #tcot http://twitpic.com/dq8af,False,tv show brevard county sayfie tcot,just did tv show in brevard county sayfie tcot
other,Mon May 18 11:38:41 +0000 2009,I need to thank my wife Jeanette for carrying the full load at home as I travel the state.,False,need thank wife jeanette carrying full load home travel state,i need to thank my wife jeanette for carrying the full load at home as i travel the state
other,Fri May 29 01:20:10 +0000 2009,Does anyone know how Miami Central High did on FCAT? This is an inspiring story of a bunch of unsung heroes! Please let me know if you know!,False,anyone know miami central high fcat inspiring story bunch unsung heroes please let know know,does anyone know how miami central high did on fcat this is an inspiring story of a bunch of unsung heroes please let me know if you know
other,Mon May 25 14:23:25 +0000 2009,Take a moment today to remember the freedom we enjoy is thanks to the men and women who died and are still dying defending and protecting us,False,take moment today remember freedom enjoy thanks men women died still dying defending protecting us,take a moment today to remember the freedom we enjoy is thanks to the men and women who died and are still dying defending and protecting us
other,Sat Jun 20 23:25:30 +0000 2009,@vtocce how do I get the green?,False,@vtocce get green,@vtocce how do i get the green
other,Sat Jun 20 23:22:27 +0000 2009,"""Freedom is never voluntarily given by the oppressor; it must be demanded by the oppressed"" MLK  #iranelections #tcot #sayfie",False,freedom never voluntarily given oppressor must demanded oppressed mlk iranelections tcot sayfie,freedom is never voluntarily given by the oppressor it must be demanded by the oppressed mlk iranelections tcot sayfie
other,Wed Jun 03 03:05:59 +0000 2009,@Libertas1776 call her tomorrow at 3057982467 Is it a call in?,False,@libertas call tomorrow call,@libertas call her tomorrow at is it a call in
other,Thu Mar 19 16:25:44 +0000 2009,I'm starting the discussion with you about Florida's future. You can watch my video and stand with me at www.MarcoRubio.com,False,starting discussion florida future watch video stand www marcorubio com,i m starting the discussion with you about florida s future you can watch my video and stand with me at www marcorubio com
other,Fri Jun 19 18:57:33 +0000 2009,"In case you missed it, my interview on MSNBC http://bit.ly/NXzo8
 #sayfie #tcot",False,case missed interview msnbc sayfie tcot,in case you missed it my interview on msnbc sayfie tcot
other,Sun Oct 25 02:19:11 +0000 2009,RT @shauncorleone: @marcorubio ur about to lose a vote w/ all the gator talk. Some are playing hardball tonight!,False,rt @shauncorleone @marcorubio ur lose vote w gator talk playing hardball tonight,rt @shauncorleone @marcorubio ur about to lose a vote w all the gator talk some are playing hardball tonight
other,Sat Jun 20 19:30:03 +0000 2009,"POTUS, call for emerg meet of UN Sec Council to prevent massacre in Iran, if they fail to act will expose UN as useless #iranelection #tcot",False,potus call emerg meet un sec council prevent massacre iran fail act expose un useless iranelection tcot,potus call for emerg meet of un sec council to prevent massacre in iran if they fail to act will expose un as useless iranelection tcot
other,Wed Jul 15 20:56:47 +0000 2009,"Just crossed into eastern time on I-10. Funny, I don't feel 1 hour older. #sayfie #tcot #fltcot",False,crossed eastern time funny feel hour older sayfie tcot fltcot,just crossed into eastern time on i funny i don t feel hour older sayfie tcot fltcot
other,Sat Aug 22 20:17:51 +0000 2009,Hello everyone at DTD #dtdtweets,False,hello everyone dtd dtdtweets,hello everyone at dtd dtdtweets
other,Wed May 27 20:25:19 +0000 2009,@ElishaRB @ElishaRB call brian at  2026076702.,False,@elisharb @elisharb call brian,@elisharb @elisharb call brian at
other,Thu May 21 18:34:32 +0000 2009,"@thehotline own ford f150(05),lease an escalade,2 houses (miami and Tallahassee) no guns, 3 of 4 kids @ Fl Christian School in Miami.",False,@thehotline ford f lease escalade houses miami tallahassee guns kids @ fl christian school miami,@thehotline own ford f lease an escalade houses miami and tallahassee no guns of kids @ fl christian school in miami
other,Thu Jun 04 02:23:36 +0000 2009,OAS admission of Cuba reveals they are a farce. How can organization of democratic states admit a dictatorship? #fltcot #tcot #sayfie,False,oas admission cuba reveals farce organization democratic states admit dictatorship fltcot tcot sayfie,oas admission of cuba reveals they are a farce how can organization of democratic states admit a dictatorship fltcot tcot sayfie
other,Mon Mar 23 18:36:11 +0000 2009,http://causes.com/MarcoRubio.,False, , 
other,Fri Oct 09 20:53:25 +0000 2009,Speaking tonight @ 7 in Windermere Florida town hall 520 Main Street. #sayfie #tcot #rubio,False,speaking tonight @ windermere florida town hall main street sayfie tcot rubio,speaking tonight @ in windermere florida town hall main street sayfie tcot rubio
other,Fri May 22 15:13:53 +0000 2009,Florida Gov.Crist should veto budget raid of concealed weapons permit trust fund.,False,florida gov crist veto budget raid concealed weapons permit trust fund,florida gov crist should veto budget raid of concealed weapons permit trust fund
other,Wed Oct 07 14:44:01 +0000 2009,Headed to Broward GOP Womens Fed meeting to speak at noon lunch @ Primavera 830 E Oakland Park Blvd #sayfie #GOP #,False,headed broward gop womens fed meeting speak noon lunch @ primavera e oakland park blvd sayfie gop,headed to broward gop womens fed meeting to speak at noon lunch @ primavera e oakland park blvd sayfie gop
other,Thu May 21 18:02:31 +0000 2009,I am in my home office on a mac.,False,home office mac,i am in my home office on a mac
other,Thu May 21 18:00:51 +0000 2009,@thehotline my pleasure,False,@thehotline pleasure,@thehotline my pleasure
other,Wed Jul 22 01:10:05 +0000 2009,"on my way to D.C. tomorrow to attend Senate Conservative PAC event
#sayfie #tcot",False,way c tomorrow attend senate conservative pac event sayfie tcot,on my way to d c tomorrow to attend senate conservative pac event sayfie tcot
other,Sat Nov 14 20:26:54 +0000 2009,Good luck to Tim Tebow today playing in his last SEC game.,False,good luck tim tebow today playing last sec game,good luck to tim tebow today playing in his last sec game
other,Wed Dec 16 12:24:55 +0000 2009,In the midst of all this health care sausage making I hope they realize they are talking about 20% of our economy. #sayfie,False,midst health care sausage making hope realize talking economy sayfie,in the midst of all this health care sausage making i hope they realize they are talking about of our economy sayfie
other,Thu Dec 03 12:10:56 +0000 2009,Here's a better way to reform health care -- OrlandoSentinel.com - http://shar.es/aIaAh,False,better way reform health care orlandosentinel com,here s a better way to reform health care orlandosentinel com
other,Fri Jul 24 03:06:15 +0000 2009,"Pat Shortridge,key operative in 94 GOP election effort, has joined campaign as Sr. Advisor. And he is a Dolphin fan as well!#sayfie#tcot",False,pat shortridge key operative gop election effort joined campaign sr advisor dolphin fan well sayfie tcot,pat shortridge key operative in gop election effort has joined campaign as sr advisor and he is a dolphin fan as well sayfie tcot
other,Fri May 22 23:26:25 +0000 2009,Going out to dinner with my wife for the first time in almost two months. Any suggestions in Coral Gables Florida?,False,going dinner wife first time almost two months suggestions coral gables florida,going out to dinner with my wife for the first time in almost two months any suggestions in coral gables florida
other,Sun Aug 30 05:27:39 +0000 2009,Driving home from Palatka. Car behind us has strobing blue lights on roof going. I wonder what that means?,False,driving home palatka car behind us strobing blue lights roof going wonder means,driving home from palatka car behind us has strobing blue lights on roof going i wonder what that means
other,Tue Apr 07 12:21:55 +0000 2009,"North Korea's launch, Iran's ambitions and Russia and China's refusal to help means we are living in one of the most dangerous times in  ...",False,north korea launch iran ambitions russia china refusal help means living one dangerous times,north korea s launch iran s ambitions and russia and china s refusal to help means we are living in one of the most dangerous times in
other,Fri Jun 19 19:10:25 +0000 2009,@Libertas1776 yes please contact viviana@marcorubio.com or jessica@marcorubio.com,False,@libertas yes please contact viviana@marcorubio com jessica@marcorubio com,@libertas yes please contact viviana@marcorubio com or jessica@marcorubio com
other,Sat May 23 00:13:34 +0000 2009,I had forgotten how long it takes my wife Jeanette to get ready to go out. I still hear blow dryer working in there. We r going to be late!,False,forgotten long takes wife jeanette get ready go still hear blow dryer working r going late,i had forgotten how long it takes my wife jeanette to get ready to go out i still hear blow dryer working in there we r going to be late
other,Fri May 01 10:40:51 +0000 2009,Being against the big government agenda of Congress is not enough. We need ideas. Ideology that doesn't lead to ideas is just demagoguery!,False,big government agenda congress enough need ideas ideology lead ideas demagoguery,being against the big government agenda of congress is not enough we need ideas ideology that doesn t lead to ideas is just demagoguery
other,Sun Jul 26 23:14:30 +0000 2009,God bless Sen. Jim King and his family. He was fun to work with. A fla legislative legend. May he RIP. #sayfie,False,god bless sen jim king family fun work fla legislative legend may rip sayfie,god bless sen jim king and his family he was fun to work with a fla legislative legend may he rip sayfie
other,Fri Jun 12 11:44:06 +0000 2009,Oppose any govt backed health care plan that undermines the private market Quality will suffer and our choices will be limited #sayfie #tcot,False,oppose govt backed health care plan undermines private market quality suffer choices limited sayfie tcot,oppose any govt backed health care plan that undermines the private market quality will suffer and our choices will be limited sayfie tcot
other,Tue Jun 16 02:20:03 +0000 2009,"Check out my interview on RedCounty http://bit.ly/3m4aJy via @addthis
#sayfie #tcot",False,check interview redcounty via @addthis sayfie tcot,check out my interview on redcounty via @addthis sayfie tcot
other,Sun May 31 20:54:56 +0000 2009,Graduations are moving experiences. Seeing parents who have sacrificed so much for there kids proud and sad at how fast they have grown up,False,graduations moving experiences seeing parents sacrificed much kids proud sad fast grown,graduations are moving experiences seeing parents who have sacrificed so much for there kids proud and sad at how fast they have grown up
other,Tue Jun 23 18:03:56 +0000 2009,Proud that Gov. Huckabee is supporting our campaign. Watch the video www.marcorubio.com #sayfie #tcot #GOP,False,proud gov huckabee supporting campaign watch video www marcorubio com sayfie tcot gop,proud that gov huckabee is supporting our campaign watch the video www marcorubio com sayfie tcot gop
other,Fri Apr 24 12:32:08 +0000 2009,Looking forward to speaking in Dixie County tonight.,False,looking forward speaking dixie county tonight,looking forward to speaking in dixie county tonight
other,Thu Oct 15 22:43:38 +0000 2009,Over 200 at event in Sarasota they ran out of space &turning people away. Feel bad about that!#sayfie #GOP #rubio http://twitpic.com/lnwpz,False,event sarasota ran space turning people away feel bad sayfie gop rubio,over at event in sarasota they ran out of space turning people away feel bad about that sayfie gop rubio
other,Mon Nov 16 16:45:25 +0000 2009,In Naples today. weather reminds me why people move to Florida.,False,naples today weather reminds people move florida,in naples today weather reminds me why people move to florida
other,Wed Dec 23 22:46:59 +0000 2009,"From my family to yours, Merry Christmas and Happy Holidays: http://bit.ly/7dIhwq",False,family merry christmas happy holidays,from my family to yours merry christmas and happy holidays
other,Tue May 26 09:26:08 +0000 2009,N. Korea test of nuclear weapon a reminder that world is the most dangerous it has ever been.  World needs a strong USA now more than ever.,False,n korea test nuclear weapon reminder world dangerous ever world needs strong usa ever,n korea test of nuclear weapon a reminder that world is the most dangerous it has ever been world needs a strong usa now more than ever
other,Sat Aug 22 15:07:09 +0000 2009,"RT @lmveiga: RT @adamsmithtimes: Fla Fedration of College Repubs straw poll: @marcorubio 19, Crist 6",False,rt @lmveiga rt @adamsmithtimes fla fedration college repubs straw poll @marcorubio crist,rt @lmveiga rt @adamsmithtimes fla fedration of college repubs straw poll @marcorubio crist
other,Sat Mar 28 16:09:06 +0000 2009,"Check this video out -- Marco Rubio: 7 Days / 2,500 Strong and Growing. http://tinyurl.com/dc9td2",False,check video marco rubio days strong growing,check this video out marco rubio days strong and growing
other,Sun Oct 25 02:04:20 +0000 2009,This drive MUST end in a td. Come on.,False,drive must end td come,this drive must end in a td come on
other,Thu May 21 18:32:03 +0000 2009,"@thehotline Baptised & confirmed Catholic & attend mass, also attend evangelical church with my wife every week.",False,@thehotline baptised confirmed catholic attend mass also attend evangelical church wife every week,@thehotline baptised confirmed catholic attend mass also attend evangelical church with my wife every week
other,Thu May 21 18:39:06 +0000 2009,@thehotline 10-6,False,@thehotline,@thehotline
other,Tue Jun 09 20:50:04 +0000 2009,@davidplazas Brian@marcorubio.com,False,@davidplazas brian@marcorubio com,@davidplazas brian@marcorubio com
other,Wed Jul 15 15:40:36 +0000 2009,If I wasn't a limited govt conservative I would support a law MANDATING better cell phone coverage on I-10 #sayfie #tcot #fltcot #GOP,False,limited govt conservative would support law mandating better cell phone coverage sayfie tcot fltcot gop,if i wasn t a limited govt conservative i would support a law mandating better cell phone coverage on i sayfie tcot fltcot gop
other,Fri Jul 24 16:11:45 +0000 2009,"Will be on Fox 13 at 12:30. You can watch live at www.myfoxtampabay.com
#sayfie #tcot #GOP #fltcot",False,fox watch live www myfoxtampabay com sayfie tcot gop fltcot,will be on fox at you can watch live at www myfoxtampabay com sayfie tcot gop fltcot
other,Tue Jun 02 01:23:30 +0000 2009,@cspolitico Pope is wrong. Who is going to guarantee Palestinian state will be a peaceful neighbor? UN?,False,@cspolitico pope wrong going guarantee palestinian state peaceful neighbor un,@cspolitico pope is wrong who is going to guarantee palestinian state will be a peaceful neighbor un
other,Sat Jun 27 16:10:24 +0000 2009,"Only 15K short of our online goal. Please help us meet our goal by contributing @ www.marcorubio.com
#sayfie #fltcot #tcot #gop",False,k short online goal please help us meet goal contributing @ www marcorubio com sayfie fltcot tcot gop,only k short of our online goal please help us meet our goal by contributing @ www marcorubio com sayfie fltcot tcot gop
other,Fri Jul 24 23:22:49 +0000 2009,"Over 300 people in Tampa GOP
Speech! #sayfie #tcot",False,people tampa gop speech sayfie tcot,over people in tampa gop speech sayfie tcot
other,Tue Jul 07 16:57:39 +0000 2009,Raised over $340K from over 2500 donors from all 50 states. 96% can give again! Slowly building a recurring donor base! THANK YOU #sayfie,False,raised k donors states give slowly building recurring donor base thank sayfie,raised over k from over donors from all states can give again slowly building a recurring donor base thank you sayfie
other,Wed May 20 01:12:29 +0000 2009,All of Florida is covered by a giant rain cloud. If this continues I am going to pull a permit to build an ark.,False,florida covered giant rain cloud continues going pull permit build ark,all of florida is covered by a giant rain cloud if this continues i am going to pull a permit to build an ark
other,Fri Jun 19 01:21:08 +0000 2009,@DarkKnight3565 contact  alex@marcorubio.com,False,@darkknight contact alex@marcorubio com,@darkknight contact alex@marcorubio com
other,Tue Nov 17 17:48:42 +0000 2009,Spoke last night to over 250 in Naples. Now Speaking in Stuart to over 100 people at Martin County GOP Women. Great energy!!!#sayfie,False,spoke last night naples speaking stuart people martin county gop women great energy sayfie,spoke last night to over in naples now speaking in stuart to over people at martin county gop women great energy sayfie
other,Sun Oct 11 02:48:15 +0000 2009,If gators don't give up any quick scores they win.,False,gators give quick scores win,if gators don t give up any quick scores they win
other,Mon Jun 22 17:05:33 +0000 2009,@iamsharpe what???,False,@iamsharpe,@iamsharpe what
other,Wed Aug 05 19:16:58 +0000 2009,"In case you missed my piece on SCOTUS http://www.politico.com/news/stories/0809/25788.html
#sayfie #tcot",False,case missed piece scotus sayfie tcot,in case you missed my piece on scotus sayfie tcot
other,Fri Jun 19 17:33:51 +0000 2009,Good news for our campaign from the grass roots http://bit.ly/Rmcay,False,good news campaign grass roots,good news for our campaign from the grass roots
other,Sat May 23 01:03:58 +0000 2009,on way out saw this on my google alert. Article about our campaign http://www.slate.com/id/2218595/,False,way saw google alert article campaign,on way out saw this on my google alert article about our campaign
other,Fri Dec 11 13:19:16 +0000 2009,What will it take for Sen. Reid to realize this health bill is unworkable and press the reset button?,False,take sen reid realize health bill unworkable press reset button,what will it take for sen reid to realize this health bill is unworkable and press the reset button
other,Wed Jul 15 19:47:24 +0000 2009,Maybe getting older when some dont recognize going back to tally is spoof of going back to Cali by LL Cool J. Old school people! #sayfie,False,maybe getting older dont recognize going back tally spoof going back cali cool j old school people sayfie,maybe getting older when some dont recognize going back to tally is spoof of going back to cali by ll cool j old school people sayfie
other,Wed Apr 08 00:15:08 +0000 2009,3 members of Congress visiting Cuba attack America and praise Castro's. These are not liberals. These are radical leftists. Shame on them.,False,members congress visiting cuba attack america praise castro liberals radical leftists shame,members of congress visiting cuba attack america and praise castro s these are not liberals these are radical leftists shame on them
other,Tue May 05 01:46:45 +0000 2009,"Tomorrow at 10a.m., I will announce my future political plans at www.marcorubio.com",False,tomorrow announce future political plans www marcorubio com,tomorrow at a m i will announce my future political plans at www marcorubio com
other,Fri May 22 11:41:23 +0000 2009,GOP gave birth to our national debt. Democrats have put that debt on steroids. Both parties are to blame. We need balanced budget amendment.,False,gop gave birth national debt democrats put debt steroids parties blame need balanced budget amendment,gop gave birth to our national debt democrats have put that debt on steroids both parties are to blame we need balanced budget amendment
other,Fri Jun 19 15:19:47 +0000 2009,Will be on MSNBC at 11:40 this morning. Tune in. #sayfie #tcot #marco,False,msnbc morning tune sayfie tcot marco,will be on msnbc at this morning tune in sayfie tcot marco
other,Sun Mar 29 12:59:53 +0000 2009,"There is great wisdom in resting on the Sabbath. I am amazed how practical/applicable biblical lessons are, even in the age of twitter!",False,great wisdom resting sabbath amazed practical applicable biblical lessons even age twitter,there is great wisdom in resting on the sabbath i am amazed how practical applicable biblical lessons are even in the age of twitter
other,Sat Oct 10 14:11:26 +0000 2009,Great event last night in Windermere. Over 150 people showed up! #sayfie #tcot #rubio,False,great event last night windermere people showed sayfie tcot rubio,great event last night in windermere over people showed up sayfie tcot rubio
other,Fri May 29 00:34:56 +0000 2009,American people deserve clear and precise answers from Judge Sotomayor on her record and on her view of the proper role of the Sup Ct,False,american people deserve clear precise answers judge sotomayor record view proper role sup ct,american people deserve clear and precise answers from judge sotomayor on her record and on her view of the proper role of the sup ct
other,Fri May 29 11:20:29 +0000 2009,If Sup Ct can make law we delegate policy making away from legis and exec branches where the people have a say in policy through elections,False,sup ct make law delegate policy making away legis exec branches people say policy elections,if sup ct can make law we delegate policy making away from legis and exec branches where the people have a say in policy through elections
other,Fri Jul 31 14:42:09 +0000 2009,Got word that we won another straw poll. In Highlands County GOP Exec Committee we won 66 to 1!  #sayfie #tcot,False,got word another straw poll highlands county gop exec committee sayfie tcot,got word that we won another straw poll in highlands county gop exec committee we won to sayfie tcot
other,Fri May 29 14:01:44 +0000 2009,@ghpinc somehwhat. But They are not lifetime appointments and they can be removed and replaced by elected representatives. SCOUTUS can't.,False,@ghpinc somehwhat lifetime appointments removed replaced elected representatives scoutus,@ghpinc somehwhat but they are not lifetime appointments and they can be removed and replaced by elected representatives scoutus can t
other,Mon Jun 22 16:56:20 +0000 2009,Hoping police and military in Iran will refuse to attack unarmed civilians if ordered to do so.#iranelection #tehran #sayfie,False,hoping police military iran refuse attack unarmed civilians ordered iranelection tehran sayfie,hoping police and military in iran will refuse to attack unarmed civilians if ordered to do so iranelection tehran sayfie
other,Fri Jun 19 01:12:14 +0000 2009,@gatewaypatriot reach alex@marcorubio.com,False,@gatewaypatriot reach alex@marcorubio com,@gatewaypatriot reach alex@marcorubio com
other,Thu Jul 02 13:16:52 +0000 2009,THANKS TO ALL OUR DONORS FOR YOUR HELP! LOOK FORWARD TO TEA PARTY ON SATURDAY #sayfie #tcot #fltcot,False,thanks donors help look forward tea party saturday sayfie tcot fltcot,thanks to all our donors for your help look forward to tea party on saturday sayfie tcot fltcot
other,Sun Oct 25 02:28:42 +0000 2009,Please tell me that was a replay and not another pick 6.,False,please tell replay another pick,please tell me that was a replay and not another pick
other,Fri Jun 12 11:41:33 +0000 2009,Must oppose any govt backed health care plan that undermines the private market.  Quality will suffer and our choices will be limited.,False,must oppose govt backed health care plan undermines private market quality suffer choices limited,must oppose any govt backed health care plan that undermines the private market quality will suffer and our choices will be limited
other,Tue Apr 21 22:06:35 +0000 2009,"Income/corporate tax of others is passed on in cost of everything. Thats why increasing taxes on the ""rich"" and corporations is bad for all.",False,income corporate tax others passed cost everything thats increasing taxes rich corporations bad,income corporate tax of others is passed on in cost of everything thats why increasing taxes on the rich and corporations is bad for all
other,Sat May 30 17:23:40 +0000 2009,"@TOMinWPB thank you! 
 Also pray that I can get out of IKEA and Costco today at a decent time!",False,@tominwpb thank also pray get ikea costco today decent time,@tominwpb thank you also pray that i can get out of ikea and costco today at a decent time
other,Sat May 30 17:17:49 +0000 2009,@jaxpolitics of course not. Just wondering where all the outrage was when another qualified Hispanic nominee was smeared & denied a vote,False,@jaxpolitics course wondering outrage another qualified hispanic nominee smeared denied vote,@jaxpolitics of course not just wondering where all the outrage was when another qualified hispanic nominee was smeared denied a vote
other,Thu Apr 16 19:28:22 +0000 2009,Republicans are making a mistake if they don't realize that tea party patriots are rightfully mad at BOTH parties.,False,republicans making mistake realize tea party patriots rightfully mad parties,republicans are making a mistake if they don t realize that tea party patriots are rightfully mad at both parties
other,Tue Mar 31 00:03:01 +0000 2009,I was just elected to the Republican Party state committee.,False,elected republican party state committee,i was just elected to the republican party state committee
other,Sat Aug 15 12:36:51 +0000 2009,Speaking at Keiser College Commencement was a great experience. http://twitpic.com/dz7r3,False,speaking keiser college commencement great experience,speaking at keiser college commencement was a great experience
other,Fri May 29 01:12:06 +0000 2009,@cspolitico That was dumb comment. She just needs to admit that in hindsight it sounds bad and then we can all move on to important stuff,False,@cspolitico dumb comment needs admit hindsight sounds bad move important stuff,@cspolitico that was dumb comment she just needs to admit that in hindsight it sounds bad and then we can all move on to important stuff
other,Sun Jun 28 15:27:30 +0000 2009,"www.miamiherald.com/460/story/1117547.html -- As Florida's gambling options increase, so does number of addicts.  #sayfie #fltcot",False,www miamiherald com story html florida gambling options increase number addicts sayfie fltcot,www miamiherald com story html as florida s gambling options increase so does number of addicts sayfie fltcot
other,Wed Jul 15 19:42:25 +0000 2009,Back on I-10 headed east Not tweeting and driving. Have a friend at wheel and reporter in backseat conducting 4th hour of a 6 hour interview,False,back headed east tweeting driving friend wheel reporter backseat conducting th hour hour interview,back on i headed east not tweeting and driving have a friend at wheel and reporter in backseat conducting th hour of a hour interview
other,Sat Sep 26 18:25:15 +0000 2009,George Will likes our chances. http://bit.ly/3HjNro #sayfie #tcot #gop,False,george likes chances sayfie tcot gop,george will likes our chances sayfie tcot gop
other,Fri Jun 19 01:11:13 +0000 2009,Just got great news from Pasco County GOP Executive Committee. They held a straw poll and I won 73 to 9. Thank You Pasco! #tcot #sayfie,False,got great news pasco county gop executive committee held straw poll thank pasco tcot sayfie,just got great news from pasco county gop executive committee they held a straw poll and i won to thank you pasco tcot sayfie
other,Wed Dec 02 14:45:23 +0000 2009,"Nice writeup on the campaign www.miamiherald.com/851/story/1360987.html?storylink=twtuser -- In the race for U.S. Senate, Crist should be",False,nice writeup campaign www miamiherald com story html storylink twtuser race u senate crist,nice writeup on the campaign www miamiherald com story html storylink twtuser in the race for u s senate crist should be
other,Thu Aug 06 23:14:37 +0000 2009,"Headed to Brevard county tomorrow. Driving up in my potential ""clunker"" Ford F-150. #sayfie #tcot #gop #fltcot",False,headed brevard county tomorrow driving potential clunker ford f sayfie tcot gop fltcot,headed to brevard county tomorrow driving up in my potential clunker ford f sayfie tcot gop fltcot
other,Fri May 29 01:29:12 +0000 2009,www.miamiherald.com/457/story/1063085.html -Students breathe life into failing Miami Central. Read this story about young american heroes.,False,www miamiherald com story html students breathe life failing miami central read story young american heroes,www miamiherald com story html students breathe life into failing miami central read this story about young american heroes
other,Mon Oct 05 23:14:26 +0000 2009,good story? Bad story? What do you think? http://bit.ly/ahVIQ #sayfie,False,good story bad story think sayfie,good story bad story what do you think sayfie
other,Tue May 05 10:08:31 +0000 2009,"I am running for the U.S. Senate. 

Tune in at 10:00 a.m. to www.marcorubio.com for my announcement video",False,running u senate tune www marcorubio com announcement video,i am running for the u s senate tune in at a m to www marcorubio com for my announcement video
other,Fri Jul 17 14:02:24 +0000 2009,If the stimulus plan is working then why do they say we need a second one? #sayfie #tcot #fltcot,False,stimulus plan working say need second one sayfie tcot fltcot,if the stimulus plan is working then why do they say we need a second one sayfie tcot fltcot
other,Thu May 21 18:03:28 +0000 2009,@thehotline home office on a mac,False,@thehotline home office mac,@thehotline home office on a mac
other,Thu Jul 02 13:17:34 +0000 2009,@dannylaub good idea can you email it to brian@marcorubio.com as well,False,@dannylaub good idea email brian@marcorubio com well,@dannylaub good idea can you email it to brian@marcorubio com as well
other,Tue Jun 02 15:12:03 +0000 2009,Now we own an automaker? We can not continue to spend at this pace and expect prosperity and security. #sayfie,False,automaker continue spend pace expect prosperity security sayfie,now we own an automaker we can not continue to spend at this pace and expect prosperity and security sayfie
other,Wed Oct 14 02:01:13 +0000 2009,Good event in Key West. Now the drive home. Garmin says I will arrive @11:32 pm. #sayfie,False,good event key west drive home garmin says arrive @ pm sayfie,good event in key west now the drive home garmin says i will arrive @ pm sayfie
