source,created_at,is_retweet,text,clean_text,clean_text_with_stopwords
other,Tue Sep 16 21:53:02 +0000 2014,False,Folks in the Tulsa area: Tune into @KFAQ tomorrow morning at 7...It's #ConstitutionDay2014 and I'll be on to discuss our nation's founders.,folks tulsa area tune @kfaq tomorrow morning constitutionday discuss nation founders,folks in the tulsa area tune into @kfaq tomorrow morning at it s constitutionday and i ll be on to discuss our nation s founders
other,Tue Sep 16 19:30:37 +0000 2014,False,Appreciate kind words MT @OIPA: OK #oilandgas industry lucky to have leadership of @AGScottPruitt in Attorney General's office!...,appreciate kind words mt @oipa ok oilandgas industry lucky leadership @agscottpruitt attorney general office,appreciate kind words mt @oipa ok oilandgas industry lucky to have leadership of @agscottpruitt in attorney general s office
other,Tue Sep 16 18:15:29 +0000 2014,False,Celebrating Constitution Day a little early with Belle Isle Enterprise Middle School students this… http://t.co/ppJJW4lah2,celebrating constitution day little early belle isle enterprise middle school students,celebrating constitution day a little early with belle isle enterprise middle school students this
other,Tue Sep 16 14:05:18 +0000 2014,False,AG Scott Pruitt keynotes Joint Civic Luncheon ... via Sapulpa Herald http://t.co/WLkukLpAW7,ag scott pruitt keynotes joint civic luncheon via sapulpa herald,ag scott pruitt keynotes joint civic luncheon via sapulpa herald
other,Mon Sep 15 21:49:33 +0000 2014,False,@OKCNM unveiled new exhibits today. The recent enhancements are a testament to their continuation of the OK Standard. http://t.co/OFP6p5tx5z,@okcnm unveiled new exhibits today recent enhancements testament continuation ok standard,@okcnm unveiled new exhibits today the recent enhancements are a testament to their continuation of the ok standard
other,Mon Sep 15 17:49:28 +0000 2014,False,"See all 342,000 Swings in Derek Jeter's Career (in about a minute) http://t.co/p7Z1qSxjlb",see swings derek jeter career minute,see all swings in derek jeter s career in about a minute
other,Thu Sep 11 15:21:20 +0000 2014,False,AG Scott Pruitt’s Statement on the Anniversary of September 11th Attacks http://t.co/I74pOzUVsJ,ag scott pruitt statement anniversary september th attacks,ag scott pruitt s statement on the anniversary of september th attacks
other,Wed Sep 10 16:42:38 +0000 2014,False,AG Files Medicaid Fraud Charge against Former Rehab Specialist http://t.co/lpMzQ2ZsIK,ag files medicaid fraud charge former rehab specialist,ag files medicaid fraud charge against former rehab specialist
other,Wed Sep 10 15:21:19 +0000 2014,False,ICYMI: video from last week's #Flashpoint where I filled in as guest host. http://t.co/tShxdibar8,icymi video last week flashpoint filled guest host,icymi video from last week s flashpoint where i filled in as guest host
other,Mon Sep 08 14:20:03 +0000 2014,True,RT @amanchor: Understanding what it means to lose the NCLB waiver.. #oklaed @oksde @AGScottPruitt http://t.co/mafDaNMiKv,rt @amanchor understanding means lose nclb waiver oklaed @oksde @agscottpruitt,rt @amanchor understanding what it means to lose the nclb waiver oklaed @oksde @agscottpruitt
other,Fri Sep 05 16:06:28 +0000 2014,True,"RT @MikeCTurpen: @AGScottPruitt General Pruitt did good; he has been proclaimed ""Permanent Guest Host"" by Kirk Humphreys; tune in Sunday mo…",rt @mikecturpen @agscottpruitt general pruitt good proclaimed permanent guest host kirk humphreys tune sunday mo,rt @mikecturpen @agscottpruitt general pruitt did good he has been proclaimed permanent guest host by kirk humphreys tune in sunday mo
other,Fri Sep 05 15:58:40 +0000 2014,False,Great time guest hosting #Flashpoint w/ @MikeCTurpen &amp; @kforkevinogle. Catch show 930am this Sun on @kfor http://t.co/qKHaj4dZF7,great time guest hosting flashpoint w @mikecturpen @kforkevinogle catch show sun @kfor,great time guest hosting flashpoint w @mikecturpen @kforkevinogle catch show am this sun on @kfor
other,Fri Sep 05 14:36:44 +0000 2014,False,Maps Developed in Secret Suggest EPA May Be Expanding Regulation http://t.co/GnAzMJXCE8 via @Watchdogorg @DailySignal,maps developed secret suggest epa may expanding regulation via @watchdogorg @dailysignal,maps developed in secret suggest epa may be expanding regulation via @watchdogorg @dailysignal
other,Thu Sep 04 20:20:24 +0000 2014,False,"""Oklahoma AG Scott Pruitt: EPA and 'waters of the United States'"" via @Batesline http://t.co/QY2mqAApyz #WOTUS #EPA",oklahoma ag scott pruitt epa waters united states via @batesline wotus epa,oklahoma ag scott pruitt epa and waters of the united states via @batesline wotus epa
other,Wed Sep 03 21:57:27 +0000 2014,False,Discussing the denial of OK's #NCLB waiver by fed govt with @amanchor. Story to air soon on @kfor http://t.co/hrfiVZoumj,discussing denial ok nclb waiver fed govt @amanchor story air soon @kfor,discussing the denial of ok s nclb waiver by fed govt with @amanchor story to air soon on @kfor
other,Wed Sep 03 14:58:17 +0000 2014,False,Attorney General Charges Midwest City Woman with Workers’ Comp Fraud http://t.co/NXile5deBA,attorney general charges midwest city woman workers comp fraud,attorney general charges midwest city woman with workers comp fraud
other,Tue Sep 02 14:22:58 +0000 2014,False,"""Pruitt Weighs Legal Action Against Federal Government over NCLB Waiver Denial"" via @OklahomaWatch http://t.co/f3t9gRit9u",pruitt weighs legal action federal government nclb waiver denial via @oklahomawatch,pruitt weighs legal action against federal government over nclb waiver denial via @oklahomawatch
other,Sat Aug 30 22:34:48 +0000 2014,False,Another great part of game days is getting to visit McKenna. Her mother and I are proud of her!… http://t.co/2u0iz5RV39,another great part game days getting visit mckenna mother proud,another great part of game days is getting to visit mckenna her mother and i are proud of her
other,Sat Aug 30 20:45:50 +0000 2014,False,Headed to Norman for the game. Looking forward to this season.  #Boomer #Sooner http://t.co/w0iCrpFdI4,headed norman game looking forward season boomer sooner,headed to norman for the game looking forward to this season boomer sooner
other,Fri Aug 29 20:31:49 +0000 2014,True,RT @OklahomaAFP: OK @AGScottPruitt addressing a packed house at the #2014DreamSummit Obamacare Forum. http://t.co/Do0r0n5iKz,rt @oklahomaafp ok @agscottpruitt addressing packed house dreamsummit obamacare forum,rt @oklahomaafp ok @agscottpruitt addressing a packed house at the dreamsummit obamacare forum
other,Fri Aug 29 20:29:12 +0000 2014,False,AG Scott Pruitt Comments on Federal Government's Denial of Oklahoma No Child Left Behind Waiver http://t.co/LtZQg1OeJ9,ag scott pruitt comments federal government denial oklahoma child left behind waiver,ag scott pruitt comments on federal government s denial of oklahoma no child left behind waiver
other,Fri Aug 29 17:21:39 +0000 2014,False,Great crowd at #DAD14 summit. Appreciate chance to talk about OK's #ACA lawsuit. @AFPFOK http://t.co/WfRcgjt427,great crowd dad summit appreciate chance talk ok aca lawsuit @afpfok,great crowd at dad summit appreciate chance to talk about ok s aca lawsuit @afpfok
other,Fri Aug 29 01:38:31 +0000 2014,False,Great night with the Boy Scouts of America in Lawton they truly are out future leaders. Thanks to… http://t.co/eSWDsL2ovc,great night boy scouts america lawton truly future leaders thanks,great night with the boy scouts of america in lawton they truly are out future leaders thanks to
other,Thu Aug 28 23:18:27 +0000 2014,False,Thanks Chickasha Chamber &amp; First National Bank for hosting a roundtable discussion today w/ city leaders. http://t.co/Ri6Ep9FcUQ,thanks chickasha chamber first national bank hosting roundtable discussion today w city leaders,thanks chickasha chamber first national bank for hosting a roundtable discussion today w city leaders
other,Thu Aug 28 21:32:03 +0000 2014,False,AG Scot Pruitt to Speak about ACA Lawsuit at National Summit http://t.co/BOUIK36OKm,ag scot pruitt speak aca lawsuit national summit,ag scot pruitt to speak about aca lawsuit at national summit
other,Thu Aug 28 19:53:20 +0000 2014,False,AG Scott Pruitt Will Appeal Ruling in Lawsuit Challenging Scholarship Program for Students w/ Disabilities http://t.co/vOLDRwr2DP,ag scott pruitt appeal ruling lawsuit challenging scholarship program students w disabilities,ag scott pruitt will appeal ruling in lawsuit challenging scholarship program for students w disabilities
other,Thu Aug 28 18:17:11 +0000 2014,True,RT @Ardmoreite: AG's Office presented with DOD Employer Award - Attorney General Scott Pruitt and members of his office were... http://t.co…,rt @ardmoreite ag office presented dod employer award attorney general scott pruitt members office,rt @ardmoreite ag s office presented with dod employer award attorney general scott pruitt and members of his office were
other,Thu Aug 28 15:07:41 +0000 2014,False,"""Government's first duty is to protect the people, not run their lives."" - President Ronald Reagan",government first duty protect people run lives president ronald reagan,government s first duty is to protect the people not run their lives president ronald reagan
other,Wed Aug 27 17:52:53 +0000 2014,False,It was an energizing morning with my friends Bill Solomon and Alan Odgers at The Pipeline and Energy… http://t.co/J8QF4w7cHL,energizing morning friends bill solomon alan odgers pipeline energy,it was an energizing morning with my friends bill solomon and alan odgers at the pipeline and energy
other,Wed Aug 27 17:00:30 +0000 2014,True,RT @PipelineExpo: (1/2) Last day of #TPE2014. #Oklahoma Attorney General Scott Pruitt delivers opening remarks. http://t.co/7ETSqKfbZK,rt @pipelineexpo last day tpe oklahoma attorney general scott pruitt delivers opening remarks,rt @pipelineexpo last day of tpe oklahoma attorney general scott pruitt delivers opening remarks
other,Wed Aug 27 15:48:32 +0000 2014,False,It was an energizing morning with my friends Bill Solomon and Alan Odgers at The Pipeline and Energy… http://t.co/cLqyARpzeV,energizing morning friends bill solomon alan odgers pipeline energy,it was an energizing morning with my friends bill solomon and alan odgers at the pipeline and energy
other,Wed Aug 27 14:05:46 +0000 2014,False,Attorneys general say federal regulators post incomplete data on proposed carbon dioxide rules http://t.co/jLV8IPtUwB,attorneys general say federal regulators post incomplete data proposed carbon dioxide rules,attorneys general say federal regulators post incomplete data on proposed carbon dioxide rules
other,Tue Aug 26 20:25:08 +0000 2014,False,Humbled to receive Patriotic Employer Award from National Guard.Proud to support Guard members who work at our office http://t.co/aSv90rd6kl,humbled receive patriotic employer award national guard proud support guard members work office,humbled to receive patriotic employer award from national guard proud to support guard members who work at our office
other,Mon Aug 25 14:58:34 +0000 2014,False,"Excited that college football is back! Good luck @OU_Football, @CowboyFB &amp; @TulsaFootball this season. http://t.co/8KL2fUfuFy",excited college football back good luck @ou football @cowboyfb @tulsafootball season,excited that college football is back good luck @ou football @cowboyfb @tulsafootball this season
other,Thu Aug 21 21:31:33 +0000 2014,False,"Fourteenth Oklahoma Multicounty Grand Jury Concludes, Issues Final Report http://t.co/SfGt1OF8tc",fourteenth oklahoma multicounty grand jury concludes issues final report,fourteenth oklahoma multicounty grand jury concludes issues final report
other,Wed Aug 20 19:07:03 +0000 2014,False,AG's Office talks w/ @OKCFOX about resources for victims of abusive relationships. Call #Safeline 800-522-7233. http://t.co/DK63ShY2Sm,ag office talks w @okcfox resources victims abusive relationships call safeline,ag s office talks w @okcfox about resources for victims of abusive relationships call safeline
other,Wed Aug 20 15:30:18 +0000 2014,True,RT @KJRH2HD: US Attorney Danny Williams says 'Operation Battlefield' indictment largest in history http://t.co/FnszCW7OC6,rt @kjrh hd us attorney danny williams says operation battlefield indictment largest history,rt @kjrh hd us attorney danny williams says operation battlefield indictment largest in history
other,Wed Aug 20 14:35:29 +0000 2014,False,ICYMI: Recently discussed questions AG's Office has about HSUS fundraising in Okla on #AgriTalk radio. Listen: http://t.co/NXpSrMPSRp,icymi recently discussed questions ag office hsus fundraising okla agritalk radio listen,icymi recently discussed questions ag s office has about hsus fundraising in okla on agritalk radio listen
other,Tue Aug 19 14:37:26 +0000 2014,True,RT @JdeSteiguer: Oklahoma Atty Gen Scott Pruitt addressing OC Honors students on diligence and commitment. #OCisHome for leadership http://…,rt @jdesteiguer oklahoma atty gen scott pruitt addressing oc honors students diligence commitment ocishome leadership http,rt @jdesteiguer oklahoma atty gen scott pruitt addressing oc honors students on diligence and commitment ocishome for leadership http
other,Mon Aug 18 19:01:05 +0000 2014,False,"""All great things are simple &amp; many can be expressed in a single word: freedom, justice, honor, duty, mercy, hope."" - Winston Churchill",great things simple many expressed single word freedom justice honor duty mercy hope winston churchill,all great things are simple many can be expressed in a single word freedom justice honor duty mercy hope winston churchill
other,Mon Aug 11 13:45:41 +0000 2014,False,HHS Arguments in Oklahoma Obamacare Case Ignore New Evidence http://t.co/cmA1KoFh5a via @BreitbartNews,hhs arguments oklahoma obamacare case ignore new evidence via @breitbartnews,hhs arguments in oklahoma obamacare case ignore new evidence via @breitbartnews
other,Thu Aug 07 15:42:05 +0000 2014,False,"""Twelve States Sue Obama Administration Over Carbon Dioxide Regulations"" via @dailycaller http://t.co/3gwlJeuPsA",twelve states sue obama administration carbon dioxide regulations via @dailycaller,twelve states sue obama administration over carbon dioxide regulations via @dailycaller
other,Wed Aug 06 20:45:40 +0000 2014,False,Joining @tperkins on #DCWatchlive to discuss my inquiry into #IRS church monitoring http://t.co/pFpf29nf7i TUNE IN today @ 4pm CT,joining @tperkins dcwatchlive discuss inquiry irs church monitoring tune today @ pm ct,joining @tperkins on dcwatchlive to discuss my inquiry into irs church monitoring tune in today @ pm ct
other,Wed Aug 06 16:15:26 +0000 2014,False,"""Our guy in the gap"" via #TulsaToday http://t.co/Yb3LXVkpRQ",guy gap via tulsatoday,our guy in the gap via tulsatoday
other,Wed Aug 06 14:04:29 +0000 2014,False,ICYMI: Oklahoma AG challenges IRS on plan to investigate churches | http://t.co/dW8bRCnxIB via @FoxNews #KellyFile,icymi oklahoma ag challenges irs plan investigate churches via @foxnews kellyfile,icymi oklahoma ag challenges irs on plan to investigate churches via @foxnews kellyfile
other,Wed Aug 06 13:57:42 +0000 2014,False,"""Oklahoma attorney general opens inquiry into failed testing"" via @NewsOK http://t.co/1T9ll6rJaq",oklahoma attorney general opens inquiry failed testing via @newsok,oklahoma attorney general opens inquiry into failed testing via @newsok
other,Wed Aug 06 13:50:23 +0000 2014,True,RT @kfor: School testing under scrutiny by Oklahoma Attorney General http://t.co/P1jarJeJWT,rt @kfor school testing scrutiny oklahoma attorney general,rt @kfor school testing under scrutiny by oklahoma attorney general
other,Wed Aug 06 01:13:19 +0000 2014,True,RT @ShannonBream: NEXT on @FOXNews #KellyFile - Oklahoma @AGScottPruitt demanding answers about secret deal IRS made w/ atheist group -  to…,rt @shannonbream next @foxnews kellyfile oklahoma @agscottpruitt demanding answers secret deal irs made w atheist group,rt @shannonbream next on @foxnews kellyfile oklahoma @agscottpruitt demanding answers about secret deal irs made w atheist group to
other,Wed Aug 06 00:07:47 +0000 2014,True,RT @ShannonBream: 9p @FOXNews #KellyFile - Oklahoma @AGScottPruitt is demanding answers about secret deal IRS made w/ atheist group -  to g…,rt @shannonbream p @foxnews kellyfile oklahoma @agscottpruitt demanding answers secret deal irs made w atheist group g,rt @shannonbream p @foxnews kellyfile oklahoma @agscottpruitt is demanding answers about secret deal irs made w atheist group to g
other,Tue Aug 05 21:22:06 +0000 2014,False,TUNE IN to #TheKellyFile tonight at 815pm CT on @FoxNews. Will be discussing this letter to #IRS &amp; #DOJ http://t.co/bRJ2eHNV5s,tune thekellyfile tonight pm ct @foxnews discussing letter irs doj,tune in to thekellyfile tonight at pm ct on @foxnews will be discussing this letter to irs doj
other,Tue Aug 05 19:35:27 +0000 2014,False,"""Attorney general looking into school testing problems"" via @TulsaWorld http://t.co/DjHbVBXrmk",attorney general looking school testing problems via @tulsaworld,attorney general looking into school testing problems via @tulsaworld
other,Tue Aug 05 17:49:13 +0000 2014,False,"Okla AG Scott Pruitt Seeks Information on #IRS, #DOJ Agreement to Investigate Religious Organizations http://t.co/scaUcQhD2w",okla ag scott pruitt seeks information irs doj agreement investigate religious organizations,okla ag scott pruitt seeks information on irs doj agreement to investigate religious organizations
other,Tue Aug 05 16:52:45 +0000 2014,False,"Oklahoma, 11 Other States Sue #EPA Over Proposed #Carbon Regulations http://t.co/cFu4Rr1tiA",oklahoma states sue epa proposed carbon regulations,oklahoma other states sue epa over proposed carbon regulations
other,Mon Aug 04 15:02:15 +0000 2014,False,Attorney General Scott Pruitt Receives Award for Office Website Redesign http://t.co/gDzq7oElFu,attorney general scott pruitt receives award office website redesign,attorney general scott pruitt receives award for office website redesign
other,Mon Aug 04 14:50:32 +0000 2014,False,Attorney General Scott Pruitt Receives Award for Office Website Redesign,attorney general scott pruitt receives award office website redesign,attorney general scott pruitt receives award for office website redesign
other,Mon Aug 04 14:14:45 +0000 2014,False,"""Halbig &amp; King en banc and cert petitions filed"" via @washingtonpost blog Volokh Conspiracy http://t.co/q35PezpxEu",halbig king en banc cert petitions filed via @washingtonpost blog volokh conspiracy,halbig king en banc and cert petitions filed via @washingtonpost blog volokh conspiracy
other,Mon Aug 04 14:06:03 +0000 2014,False,"Sign up to receive news releases, fraud alerts &amp; other info from the Okla AG's Office https://t.co/YJuFkdKeNW",sign receive news releases fraud alerts info okla ag office,sign up to receive news releases fraud alerts other info from the okla ag s office
other,Fri Aug 01 14:52:48 +0000 2014,True,RT @SamKnipp: Oklahoma Farm Bureau Radio: Oklahoma Attorney General keeps the pressure on HSUS http://t.co/AX5w8gdOU1,rt @samknipp oklahoma farm bureau radio oklahoma attorney general keeps pressure hsus,rt @samknipp oklahoma farm bureau radio oklahoma attorney general keeps the pressure on hsus
other,Thu Jul 31 16:33:31 +0000 2014,True,"RT @ALEC_states: At the #ALEC41 policy workshops, @OklaAG will be speaking on the Endangered Species Act.",rt @alec states alec policy workshops @oklaag speaking endangered species act,rt @alec states at the alec policy workshops @oklaag will be speaking on the endangered species act
other,Thu Jul 31 14:32:14 +0000 2014,True,RT @cooperbrett: Real leadership from OK AG - sue and settle and regulation by litigation by fed gov is wrong. @OklaAG @ALEC_states,rt @cooperbrett real leadership ok ag sue settle regulation litigation fed gov wrong @oklaag @alec states,rt @cooperbrett real leadership from ok ag sue and settle and regulation by litigation by fed gov is wrong @oklaag @alec states
other,Thu Jul 31 14:10:05 +0000 2014,False,Appreciate invite to speak at #ALEC41 on how OK is leading the way to fight 'sue &amp; settle' tactics by the federal gov http://t.co/VyTjn9v0Nt,appreciate invite speak alec ok leading way fight sue settle tactics federal gov,appreciate invite to speak at alec on how ok is leading the way to fight sue settle tactics by the federal gov
other,Thu Jul 31 14:03:36 +0000 2014,False,"RT @trentengland: @OklaAG nails it on EPA 'sue and settle': Regulation through litigation is wrong, violates rule of law",rt @trentengland @oklaag nails epa sue settle regulation litigation wrong violates rule law,rt @trentengland @oklaag nails it on epa sue and settle regulation through litigation is wrong violates rule of law
other,Thu Jul 31 13:55:17 +0000 2014,True,"RT @ALEC_states: We are truly energy independent today, but we're not going after the resources we have. -@OklaAG at #ALEC41",rt @alec states truly energy independent today going resources @oklaag alec,rt @alec states we are truly energy independent today but we re not going after the resources we have @oklaag at alec
other,Wed Jul 30 17:14:23 +0000 2014,False,Dick Morris: O-care cases may tip balance | TheHill http://t.co/kUOK0aEvrA via @TheHill,dick morris care cases may tip balance thehill via @thehill,dick morris o care cases may tip balance thehill via @thehill
